AppID,Name,Release date,Price,Publishers,Peak CCU,Positive,Negative,Review Ratio,class,revenue,Header image
578080,pubg: battlegrounds,2017-12-21,0.0,Krafton,275374,1154655,895978,0.5630724756697079,AAA,4493692045.440943,https://cdn.akamai.steamstatic.com/steam/apps/578080/header.jpg?t=1658287469
570,dota 2,2013-07-09,0.0,Valve,558759,1477153,300437,0.83098633543168,AAA,1985609563.187981,https://cdn.akamai.steamstatic.com/steam/apps/570/header.jpg?t=1658774750
1172470,apex legends™,2020-11-04,0.0,Electronic Arts,235067,415524,66608,0.8618469630723536,AAA,1378952231.105629,https://cdn.akamai.steamstatic.com/steam/apps/1172470/header.jpg?t=1657217209
1091500,cyberpunk 2077,2020-12-09,59.99,Cd Projekt,13739,391643,129925,0.7508953770169949,AAA,864722862.0,https://cdn.akamai.steamstatic.com/steam/apps/1091500/header.jpg?t=1649065890
1085660,destiny 2,2019-10-01,0.0,Bungie,72573,403109,77006,0.8396092602813909,AAA,817547090.6732124,https://cdn.akamai.steamstatic.com/steam/apps/1085660/header.jpg?t=1657835870
1245620,elden ring,2022-02-24,59.99,"Fromsoftware, Bandai Namco",46431,460812,51238,0.8999355531686358,AAA,765895364.0,https://cdn.akamai.steamstatic.com/steam/apps/1245620/header.jpg?t=1654259241
230410,warframe,2013-03-25,0.0,Digital Extremes,60270,442724,48241,0.901742486735307,AAA,748007077.9995203,https://cdn.akamai.steamstatic.com/steam/apps/230410/header.jpg?t=1658079532
2358720,black myth: wukong,2024-08-19,59.99,Game Science,1214621,663109,28700,0.9585145610999568,AAA,701660921.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2358720/header.jpg?t=1725007201
1086940,baldur's gate 3,2020-10-06,59.99,Larian,4340,45069,6614,0.8720275525801521,AAA,696916523.0,https://cdn.akamai.steamstatic.com/steam/apps/1086940/header.jpg?t=1657252325
582010,monster hunter: world,2018-08-09,29.99,Capcom,24736,306872,51885,0.8553756442383006,AAA,495135535.0,https://cdn.akamai.steamstatic.com/steam/apps/582010/header.jpg?t=1644281885
1174180,red dead redemption 2,2019-12-05,29.99,Rockstar,26520,251841,32592,0.8854141397095274,AAA,464063302.0,https://cdn.akamai.steamstatic.com/steam/apps/1174180/header.jpg?t=1656615305
2620,call of duty®,2006-10-13,19.99,Activision,78,3842,216,0.9467718087727944,AAA,455053045.75913846,https://cdn.akamai.steamstatic.com/steam/apps/2620/header.jpg?t=1646762112
252490,rust,2018-02-08,39.99,Facepunch,96112,703687,108223,0.8667056693475877,AA,418798263.0,https://cdn.akamai.steamstatic.com/steam/apps/252490/header.jpg?t=1656003795
1623730,palworld,2024-01-18,26.99,Pocketpair,1284268,12877,1028,0.926069759079468,AA,405507916.0,https://cdn.akamai.steamstatic.com/steam/apps/1623730/header.jpg?t=1705662211
553850,helldivers™ 2,2024-02-08,39.99,Playstation Pc,150748,20760,5981,0.776335963501739,Indie,405277337.0,https://cdn.akamai.steamstatic.com/steam/apps/553850/header.jpg?t=1707382710
990080,hogwarts legacy,2023-02-10,59.99,Warner Bros,872138,33521,2000,0.9436952788491316,AAA,401950869.0,https://cdn.akamai.steamstatic.com/steam/apps/990080/header.jpg?t=1676056674
1599340,lost ark,2022-02-11,0.0,Amazon,287501,124308,44066,0.7382850083742145,AAA,398035601.5949871,https://cdn.akamai.steamstatic.com/steam/apps/1599340/header.jpg?t=1658335774
236390,war thunder,2013-08-15,0.0,Gaijin Distribution Kft,48352,246926,67506,0.7853081111337269,Indie,397075806.8728135,https://cdn.akamai.steamstatic.com/steam/apps/236390/header.jpg?t=1657292099
550,left 4 dead 2,2009-11-16,9.99,Valve,44449,619457,16204,0.9745084250882152,AAA,395804468.0,https://cdn.akamai.steamstatic.com/steam/apps/550/header.jpg?t=1657220736
275850,no man's sky,2016-08-12,29.99,Hello,32144,181803,57094,0.7610099750101508,AA,358453655.0,https://cdn.akamai.steamstatic.com/steam/apps/275850/header_alt_assets_12.jpg?t=1658387858
814380,sekiro™: shadows die twice - goty edition,2019-03-21,59.99,"Fromsoftware, 方块游戏, Activision",6168,179498,9339,0.950544649618454,AAA,345945782.0,https://cdn.akamai.steamstatic.com/steam/apps/814380/header.jpg?t=1603904569
289070,sid meier’s civilization® vi,2016-10-20,59.99,"2k games, Aspyr",37024,186295,36439,0.8364012678800722,AAA,343557641.0,https://cdn.akamai.steamstatic.com/steam/apps/289070/header.jpg?t=1658335453
1203220,naraka: bladepoint,2021-08-11,19.99,Netease,61338,86893,24106,0.782826872314165,AA,327062008.0454546,https://cdn.akamai.steamstatic.com/steam/apps/1203220/header.jpg?t=1655953882
239140,dying light,2015-01-26,29.99,Techland,5110,316493,16568,0.950255358627999,AAA,315847533.0,https://cdn.akamai.steamstatic.com/steam/apps/239140/header.jpg?t=1657116172
346110,ark: survival evolved,2017-08-27,29.99,Wildcard,98215,461567,98701,0.8238325230068467,AA,303864504.0,https://cdn.akamai.steamstatic.com/steam/apps/346110/header.jpg?t=1655137924
359550,tom clancy's rainbow six® siege,2015-12-01,19.99,Ubisoft,42263,929372,138530,0.8702783588756272,AAA,300182691.0,https://cdn.akamai.steamstatic.com/steam/apps/359550/header.jpg?t=1655223333
377160,fallout 4,2015-11-09,19.99,Bethesda Softworks,23636,229418,53135,0.8119467852048996,AAA,293485559.0,https://cdn.akamai.steamstatic.com/steam/apps/377160/header.jpg?t=1650909928
1326470,sons of the forest,2023-02-23,29.99,Newnight,405191,31006,5954,0.8389069264069264,AA,282727818.0,https://cdn.akamai.steamstatic.com/steam/apps/1326470/header.jpg?t=1677179639
440,team fortress 2,2007-10-10,0.0,Valve,107702,823693,56683,0.935615009950294,AAA,279264176.702286,https://cdn.akamai.steamstatic.com/steam/apps/440/header.jpg?t=1592263852
489830,the elder scrolls v: skyrim special edition,2016-10-27,39.99,Bethesda Softworks,26777,198312,19722,0.9095462175623984,AAA,272455582.0,https://cdn.akamai.steamstatic.com/steam/apps/489830/header.jpg?t=1650909796
221100,dayz,2018-12-13,44.99,Bohemia,39862,221274,89537,0.711924610132846,AAA,270310361.0,https://cdn.akamai.steamstatic.com/steam/apps/221100/header.jpg?t=1658234476
739630,phasmophobia,2020-09-18,13.99,Kinetic,22161,441220,13579,0.9701428543158626,AA,254409494.0,https://cdn.akamai.steamstatic.com/steam/apps/739630/header.jpg?t=1654873567
976730,halo: the master chief collection,2019-12-03,39.99,Xbox Game,4292,177554,13841,0.9276835863005826,AAA,243277924.0,https://cdn.akamai.steamstatic.com/steam/apps/976730/header.jpg?t=1649955774
242760,the forest,2018-04-30,19.99,Endnight,10082,368986,18577,0.952067147792746,AA,237955148.0,https://cdn.akamai.steamstatic.com/steam/apps/242760/header.jpg?t=1590522045
413150,stardew valley,2016-02-26,14.99,Concernedape,39710,475785,8983,0.9814694864347482,AA,237356934.0,https://cdn.akamai.steamstatic.com/steam/apps/413150/header.jpg?t=1608624324
374320,dark souls™ iii,2016-04-11,59.99,"Fromsoftware, Bandai Namco",3657,310407,21119,0.936297605617659,AAA,236350515.0,https://cdn.akamai.steamstatic.com/steam/apps/374320/header.jpg?t=1653584490
1144200,ready or not,2021-12-17,39.99,Void,4839,55714,4487,0.9254663543794952,AA,234497459.0,https://cdn.akamai.steamstatic.com/steam/apps/1144200/header.jpg?t=1656646890
1426210,it takes two,2021-03-25,39.99,Electronic Arts,10627,90731,3749,0.9603196443691788,AAA,232521619.0,https://cdn.akamai.steamstatic.com/steam/apps/1426210/header.jpg?t=1654700680
261550,mount & blade ii: bannerlord,2020-03-30,49.99,Taleworlds,17196,167602,23552,0.8767904412149367,AA,232159953.0,https://cdn.akamai.steamstatic.com/steam/apps/261550/header.jpg?t=1641803125
648800,raft,2022-06-20,19.99,Axolot,39404,182819,13311,0.9321317493499208,AA,230790590.0,https://cdn.akamai.steamstatic.com/steam/apps/648800/header.jpg?t=1655744208
311210,call of duty®: black ops iii,2015-11-05,59.99,"Aspyr, Activision",9629,112104,27418,0.8034861885580769,AAA,223289787.0,https://cdn.akamai.steamstatic.com/steam/apps/311210/header.jpg?t=1646763462
1551360,forza horizon 5,2021-11-08,59.99,Xbox Game,14205,71315,10363,0.8731237297681138,AAA,220853544.0,https://cdn.akamai.steamstatic.com/steam/apps/1551360/header.jpg?t=1658260306
304390,for honor™,2017-02-13,14.99,Ubisoft,4552,80877,37476,0.6833540341182733,AAA,218647283.0,https://cdn.akamai.steamstatic.com/steam/apps/304390/header.jpg?t=1655384405
892970,valheim,2021-02-02,19.99,Coffee Stain,25035,337177,16241,0.9540459172990624,AAA,216335618.0,https://cdn.akamai.steamstatic.com/steam/apps/892970/header.jpg?t=1647939640
322330,don't starve together,2016-04-21,14.99,Klei,27905,328702,13277,0.9611759786419634,AA,215089526.0,https://cdn.akamai.steamstatic.com/steam/apps/322330/header_alt_assets_31.jpg?t=1656607265
107410,arma 3,2013-09-12,29.99,Bohemia,19634,204969,21853,0.9036557300438228,AAA,212112109.0,https://cdn.akamai.steamstatic.com/steam/apps/107410/header.jpg?t=1655998601
238960,path of exile,2013-10-23,0.0,Grinding Gear,12211,167454,16653,0.909547165507015,AA,203159452.9123176,https://cdn.akamai.steamstatic.com/steam/apps/238960/header.jpg?t=1652469162
435150,divinity: original sin 2 - definitive edition,2017-09-14,44.99,Larian,12000,141779,5852,0.9603606288652112,AAA,200496915.0,https://cdn.akamai.steamstatic.com/steam/apps/435150/header.jpg?t=1631177562
381210,dead by daylight,2016-06-14,7.99,Behaviour,46073,494648,112924,0.8141389004101571,AA,191403378.0,https://cdn.akamai.steamstatic.com/steam/apps/381210/header.jpg?t=1658761787
108600,project zomboid,2013-11-08,19.99,The Indie Stone,22793,100998,8330,0.9238072588906776,AA,188686856.0,https://cdn.akamai.steamstatic.com/steam/apps/108600/header.jpg?t=1655867638
105600,terraria,2011-05-16,9.99,Re-logic,39165,964983,21044,0.9786577852330616,AA,188434792.0,https://cdn.akamai.steamstatic.com/steam/apps/105600/header.jpg?t=1590092560
552520,far cry® 5,2018-03-26,59.99,Ubisoft,2164,100620,25286,0.7991676329960447,AAA,184958608.0,https://cdn.akamai.steamstatic.com/steam/apps/552520/header.jpg?t=1628209646
1716740,starfield,2023-09-05,69.99,Bethesda Softworks,16006,83406,41287,0.6688907957944712,AAA,183471924.0,https://cdn.akamai.steamstatic.com/steam/apps/1716740/header.jpg?t=1700075960
782330,doom eternal,2020-03-19,39.99,Bethesda Softworks,1857,139391,13658,0.9107606060804057,AAA,182836367.0,https://cdn.akamai.steamstatic.com/steam/apps/782330/header.jpg?t=1639072952
1517290,battlefield™ 2042,2021-11-19,29.99,Electronic Arts,5060,39121,106038,0.2695044744039295,AAA,180792702.0,https://cdn.akamai.steamstatic.com/steam/apps/1517290/header.jpg?t=1658753769
393380,squad,2020-09-23,49.99,Offworld Industries,9873,97784,13416,0.8793525179856115,Indie,176441807.0,https://cdn.akamai.steamstatic.com/steam/apps/393380/header.jpg?t=1656008014
632360,risk of rain 2,2020-08-11,24.99,Gearbox,9730,199048,7354,0.96437050028585,AA,173471625.0,https://cdn.akamai.steamstatic.com/steam/apps/632360/header.jpg?t=1657821925
397540,borderlands 3,2020-03-13,59.99,2k games,6557,87281,16216,0.8433191300230924,AAA,168238089.0,https://cdn.akamai.steamstatic.com/steam/apps/397540/header.jpg?t=1657214217
4000,garry's mod,2006-11-29,9.99,Valve,37574,822326,29004,0.9659309550937945,AAA,166055198.0,https://cdn.akamai.steamstatic.com/steam/apps/4000/header.jpg?t=1617307042
548430,deep rock galactic,2020-05-13,29.99,Coffee Stain,10087,138093,4679,0.967227467570672,AAA,164356685.0,https://cdn.akamai.steamstatic.com/steam/apps/548430/header_alt_assets_13.jpg?t=1657021307
552990,world of warships,2017-11-15,0.0,Wargaming Group Limited,12765,84095,20197,0.8063418095347678,AA,163755248.20533392,https://cdn.akamai.steamstatic.com/steam/apps/552990/header.jpg?t=1658773238
255710,cities: skylines,2015-03-10,29.99,Paradox,21775,187151,13180,0.9342088842964892,AAA,160847671.0,https://cdn.akamai.steamstatic.com/steam/apps/255710/header.jpg?t=1654076112
601150,devil may cry 5,2019-03-07,29.99,Capcom,2382,77418,4134,0.9493084167157152,AAA,159710998.0,https://cdn.akamai.steamstatic.com/steam/apps/601150/header.jpg?t=1643243335
1158310,crusader kings iii,2020-09-01,49.99,Paradox,20093,71574,5380,0.930088104581958,AAA,158251459.0,https://cdn.akamai.steamstatic.com/steam/apps/1158310/header.jpg?t=1655466184
254700,resident evil 4,2014-02-27,19.99,Capcom,1514,43939,4257,0.9116731678977508,AAA,158209897.0,https://cdn.akamai.steamstatic.com/steam/apps/254700/header.jpg?t=1650860610
284160,beamng.drive,2015-05-29,24.99,Beamng,9267,127265,4196,0.9680817885152252,AA,157208721.0,https://cdn.akamai.steamstatic.com/steam/apps/284160/header.jpg?t=1655290741
526870,satisfactory,2020-06-08,29.99,Coffee Stain,22538,97842,2841,0.9717827239951132,AAA,156555570.0,https://cdn.akamai.steamstatic.com/steam/apps/526870/header.jpg?t=1657895195
444200,world of tanks blitz,2016-11-09,0.0,Wargaming Group Limited,24744,92679,22566,0.8041910711961473,AA,155717221.81856897,https://cdn.akamai.steamstatic.com/steam/apps/444200/header.jpg?t=1657792741
1145360,hades,2020-09-17,24.99,Supergiant,6396,190880,2662,0.9862458794473552,AA,153250194.0,https://cdn.akamai.steamstatic.com/steam/apps/1145360/header.jpg?t=1624463563
1172380,star wars jedi: fallen order™,2019-11-14,14.99,Electronic Arts,3258,87943,9721,0.9004648591087812,AAA,153157515.0,https://cdn.akamai.steamstatic.com/steam/apps/1172380/header.jpg?t=1651767465
294100,rimworld,2018-10-17,34.99,Ludeon,26495,133389,2318,0.9829190830244572,AA,151885363.0,https://cdn.akamai.steamstatic.com/steam/apps/294100/header.jpg?t=1650485223
427520,factorio,2020-08-14,30.0,Wube Software,14796,145186,5216,0.9653196101115676,AA,151340472.0,https://cdn.akamai.steamstatic.com/steam/apps/427520/header.jpg?t=1620730652
251570,7 days to die,2013-12-13,24.99,The Fun Pimps,22023,198204,26382,0.8825305228286714,AA,150378466.0,https://cdn.akamai.steamstatic.com/steam/apps/251570/header.jpg?t=1650477344
620,portal 2,2011-04-18,9.99,Valve,2693,298300,3638,0.9879511687829952,AAA,146840258.0,https://cdn.akamai.steamstatic.com/steam/apps/620/header.jpg?t=1610490805
812140,assassin's creed® odyssey,2018-10-05,59.99,Ubisoft,4956,110863,13470,0.8916619079407719,AAA,146678059.0,https://cdn.akamai.steamstatic.com/steam/apps/812140/header.jpg?t=1646425720
1966720,lethal company,2023-10-23,9.99,Zeekerss,169110,110177,1342,0.98796617616729,AA,146394721.0,https://cdn.akamai.steamstatic.com/steam/apps/1966720/header.jpg?t=1700231592
8930,sid meier's civilization® v,2010-09-21,29.99,"2k games, Aspyr",21665,178687,7165,0.9614478186944452,AAA,145832960.0,https://cdn.akamai.steamstatic.com/steam/apps/8930/header.jpg?t=1579731804
779340,total war: three kingdoms,2019-05-23,59.99,"Feral, Sega",7088,64497,26725,0.7070333910679442,AAA,143495013.0,https://cdn.akamai.steamstatic.com/steam/apps/779340/header.jpg?t=1653315123
379430,kingdom come: deliverance,2018-02-13,29.99,"Prime Matter, Warhorse",3247,80381,17141,0.8242345316954123,AA,141616534.0,https://cdn.akamai.steamstatic.com/steam/apps/379430/header.jpg?t=1650617966
386360,smite®,2015-09-08,0.0,Hi-rez,18086,81293,20315,0.8000649555153138,AA,138535652.0692234,https://cdn.akamai.steamstatic.com/steam/apps/386360/header.jpg?t=1657723612
379720,doom,2016-05-12,19.99,Bethesda Softworks,1887,159063,7906,0.9526498930939276,AAA,134631852.0,https://cdn.akamai.steamstatic.com/steam/apps/379720/header.jpg?t=1593395083
883710,resident evil 2,2019-01-24,39.99,Capcom,1659,107493,3175,0.9713105866194384,AAA,131228496.0,https://cdn.akamai.steamstatic.com/steam/apps/883710/header.jpg?t=1656986293
394360,hearts of iron iv,2016-06-06,39.99,Paradox,42442,175219,15155,0.9203935411348187,AAA,129573085.0,https://cdn.akamai.steamstatic.com/steam/apps/394360/header.jpg?t=1654610466
524220,nier:automata™,2017-03-17,39.99,Square Enix,888,91816,16451,0.8480515761958861,AA,129430480.0,https://cdn.akamai.steamstatic.com/steam/apps/524220/header.jpg?t=1646911723
391220,rise of the tomb raider™,2016-02-09,29.99,"Feral, Square Enix",983,105887,6868,0.9390891756463128,AA,129003395.0,https://cdn.akamai.steamstatic.com/steam/apps/391220/header.jpg?t=1638178620
1142710,total war: warhammer iii,2022-02-16,59.99,"Feral, Sega",9174,25545,18410,0.5811625526106245,AAA,127733685.0,https://cdn.akamai.steamstatic.com/steam/apps/1142710/header.jpg?t=1655373508
264710,subnautica,2018-01-23,29.99,Unknown Worlds,3642,191795,7238,0.9636341712178382,AA,123990704.0,https://cdn.akamai.steamstatic.com/steam/apps/264710/header.jpg?t=1652393192
1222670,the sims™ 4,2020-06-18,19.99,Electronic Arts,20055,52059,7448,0.8748382543230209,AAA,123983353.5902074,https://cdn.akamai.steamstatic.com/steam/apps/1222670/header.jpg?t=1657912698
546560,half-life: alyx,2020-03-23,59.99,Valve,930,71580,1112,0.9847025807516644,AAA,121945512.0,https://cdn.akamai.steamstatic.com/steam/apps/546560/header.jpg?t=1641577012
460930,tom clancy's ghost recon® wildlands,2017-03-06,49.99,Ubisoft,2144,53673,14411,0.7883349979437165,AAA,121563068.0,https://cdn.akamai.steamstatic.com/steam/apps/460930/header.jpg?t=1602605434
1593500,god of war,2022-01-14,49.99,Playstation Pc,4123,51719,1621,0.969610048743907,Indie,121143805.0,https://cdn.akamai.steamstatic.com/steam/apps/1593500/header.jpg?t=1650554420
356190,middle-earth™: shadow of war™,2017-10-09,49.99,Wb,2449,67538,9880,0.8723811000025834,AA,118767497.0,https://cdn.akamai.steamstatic.com/steam/apps/356190/header.jpg?t=1575317164
1817070,marvel’s spider-man remastered,2022-08-12,59.99,Playstation Pc,62756,11105,437,0.9621382775948708,Indie,118500968.0,https://cdn.akamai.steamstatic.com/steam/apps/1817070/header.jpg?t=1660316394
227300,euro truck simulator 2,2012-10-12,19.99,Scs Software,29161,548047,15109,0.9731708443131212,AA,117646331.0,https://cdn.akamai.steamstatic.com/steam/apps/227300/header.jpg?t=1656428921
1446780,monster hunter rise,2022-01-12,59.99,Capcom,99009,37494,5799,0.8660522486314185,AAA,115542134.0,https://cdn.akamai.steamstatic.com/steam/apps/1446780/header.jpg?t=1656665891
962130,grounded,2020-07-28,29.99,Xbox Game,2150,31124,4774,0.8670120898100173,AAA,111768355.0,https://cdn.akamai.steamstatic.com/steam/apps/962130/header.jpg?t=1655064810
218620,payday 2,2013-08-13,9.99,Starbreeze Ab,45663,520826,62574,0.8927425437092904,AA,111064747.0,https://cdn.akamai.steamstatic.com/steam/apps/218620/header.jpg?t=1657731026
287700,metal gear solid v: the phantom pain,2015-09-01,19.99,Konami Digital,2919,69864,7030,0.9085754415168934,Indie,109954984.0,https://cdn.akamai.steamstatic.com/steam/apps/287700/header.jpg?t=1653977206
365590,tom clancy’s the division™,2016-03-07,29.99,Ubisoft,560,59837,26719,0.6913096723508481,AAA,109175741.0,https://cdn.akamai.steamstatic.com/steam/apps/365590/header.jpg?t=1602605518
1222680,need for speed™ heat,2020-06-04,69.99,Electronic Arts,1841,41355,8243,0.8338037824105811,AAA,108393820.0,https://cdn.akamai.steamstatic.com/steam/apps/1222680/header.jpg?t=1649949359
244210,assetto corsa,2014-12-19,19.99,Kunos Simulazioni,8363,65561,5809,0.9186072579515202,AA,108216692.0,https://cdn.akamai.steamstatic.com/steam/apps/244210/header.jpg?t=1651677274
594570,total war: warhammer ii,2017-09-28,59.99,"Feral, Sega",19068,107577,8177,0.9293588126544224,AAA,107992237.0,https://cdn.akamai.steamstatic.com/steam/apps/594570/header.jpg?t=1644489785
49520,borderlands 2,2012-09-17,19.99,"2k games, Aspyr",4910,247833,16593,0.9372489845930432,AAA,106957799.0,https://cdn.akamai.steamstatic.com/steam/apps/49520/header.jpg?t=1645058069
703080,planet zoo,2019-11-05,44.99,Frontier Developments,4865,52931,5735,0.902243207309174,AA,106740987.0,https://cdn.akamai.steamstatic.com/steam/apps/703080/header.jpg?t=1655824420
281990,stellaris,2016-05-09,39.99,Paradox,15138,117388,16105,0.879356970028391,AAA,106273088.0,https://cdn.akamai.steamstatic.com/steam/apps/281990/header.jpg?t=1656004728
570940,dark souls™: remastered,2018-05-23,39.99,"Fromsoftware, Bandai Namco",1354,60505,7460,0.8902376223055984,AAA,105343899.0,https://cdn.akamai.steamstatic.com/steam/apps/570940/header.jpg?t=1653584492
2054970,dragon's dogma 2,2024-03-21,69.99,Capcom,216742,24305,23379,0.509709755892962,AAA,105247171.0,https://cdn.akamai.steamstatic.com/steam/apps/2054970/header.jpg?t=1711067553
686810,hell let loose,2021-07-27,26.79,Team17 Digital,13986,65532,11458,0.8511754773347188,Indie,104500789.0,https://cdn.akamai.steamstatic.com/steam/apps/686810/header.jpg?t=1658392444
364360,total war: warhammer,2016-05-24,59.99,"Feral, Sega",792,38579,11004,0.778069096262832,AAA,101902458.0,https://cdn.akamai.steamstatic.com/steam/apps/364360/header.jpg?t=1632304339
976310,mortal kombat 11,2019-04-23,49.99,Warner Bros,2317,57184,8816,0.8664242424242424,AAA,99856412.0,https://cdn.akamai.steamstatic.com/steam/apps/976310/header.jpg?t=1654216426
1222140,detroit: become human,2020-06-18,39.99,Quantic Dream,1232,51168,4033,0.9269397293527292,AA,99410477.0,https://cdn.akamai.steamstatic.com/steam/apps/1222140/header.jpg?t=1625648054
1151340,fallout 76,2020-04-14,39.99,Bethesda Softworks,9134,52215,19901,0.7240418215097898,AAA,99188717.0,https://cdn.akamai.steamstatic.com/steam/apps/1151340/header.jpg?t=1655228843
403640,dishonored 2,2016-11-11,29.99,Bethesda Softworks,756,43312,6020,0.8779696748560772,AAA,98848441.0,https://cdn.akamai.steamstatic.com/steam/apps/403640/header.jpg?t=1652990990
1364780,street fighter™ 6,2023-06-01,59.99,Capcom,70084,4374,467,0.9035323280313984,AAA,98835392.0,https://cdn.akamai.steamstatic.com/steam/apps/1364780/header.jpg?t=1685680525
241930,middle-earth™: shadow of mordor™,2014-09-30,19.99,Warner Bros,676,69399,5837,0.9224174597267266,AAA,98499735.0,https://cdn.akamai.steamstatic.com/steam/apps/241930/header.jpg?t=1633983562
1604030,v rising,2022-05-17,19.99,Stunlock,11062,38828,5034,0.8852309516209931,AA,98429249.0,https://cdn.akamai.steamstatic.com/steam/apps/1604030/header.jpg?t=1658807402
728880,overcooked! 2,2018-08-07,24.99,Team17 Digital,4765,37048,3957,0.9034995732227776,Indie,98411593.0,https://cdn.akamai.steamstatic.com/steam/apps/728880/header.jpg?t=1643298085
447040,watch_dogs® 2,2016-11-28,49.99,Ubisoft,932,47889,9752,0.8308148713589285,AAA,98052678.0,https://cdn.akamai.steamstatic.com/steam/apps/447040/header.jpg?t=1602605654
1687950,persona 5 royal,2022-10-20,59.99,Sega,28661,3588,102,0.9723577235772358,AAA,97957286.0,https://cdn.akamai.steamstatic.com/steam/apps/1687950/header.jpg?t=1666326569
268500,xcom® 2,2016-02-04,8.99,"Feral, 2k games",4731,67933,13088,0.8384616334036855,AAA,97572120.0,https://cdn.akamai.steamstatic.com/steam/apps/268500/header.jpg?t=1646157374
2195250,ea sports fc™ 24,2023-09-28,69.99,Electronic Arts,52328,15458,11278,0.5781717534410533,AAA,96374721.0,https://cdn.akamai.steamstatic.com/steam/apps/2195250/header.jpg?t=1701266064
1286830,star wars™: the old republic™,2020-07-21,0.0,Electronic Arts,6502,39819,4369,0.9011270028061916,AAA,96164159.49987788,https://cdn.akamai.steamstatic.com/steam/apps/1286830/header.jpg?t=1645090351
268910,cuphead,2017-09-29,19.99,Mdhr,6953,107896,3869,0.9653827226770456,AA,96116863.0,https://cdn.akamai.steamstatic.com/steam/apps/268910/header.jpg?t=1658257946
291550,brawlhalla,2017-10-17,0.0,Ubisoft,16482,246362,46611,0.8409034279609384,AAA,94845153.63491826,https://cdn.akamai.steamstatic.com/steam/apps/291550/header.jpg?t=1656346741
225540,just cause™ 3,2015-11-30,19.99,Square Enix,1166,84686,18296,0.8223378842904585,AA,91900096.0,https://cdn.akamai.steamstatic.com/steam/apps/225540/header.jpg?t=1655057287
815370,green hell,2019-09-05,24.99,Creepy Jar,1775,41669,6187,0.8707163156135072,AA,91233444.0,https://cdn.akamai.steamstatic.com/steam/apps/815370/header.jpg?t=1658331014
1248130,farming simulator 22,2021-11-21,49.99,Giants Software,30250,28444,3500,0.8904332582018533,AA,90573343.0,https://cdn.akamai.steamstatic.com/steam/apps/1248130/header.jpg?t=1658741236
632470,disco elysium - the final cut,2019-10-15,39.99,Za/um,1586,55250,3244,0.944541320477314,AA,90124637.0,https://cdn.akamai.steamstatic.com/steam/apps/632470/header.jpg?t=1658854930
513710,scum,2018-08-29,34.99,Gamepires,10223,55204,18887,0.7450837483634989,Indie,88898434.0,https://cdn.akamai.steamstatic.com/steam/apps/513710/header.jpg?t=1656592082
1057090,ori and the will of the wisps,2020-03-10,29.99,Xbox Game,1000,86228,3149,0.9647672219922352,AAA,88832697.0,https://cdn.akamai.steamstatic.com/steam/apps/1057090/header.jpg?t=1612897638
202990,call of duty®: black ops ii,2012-11-12,19.79,Activision,305,27100,4790,0.8497961743493259,AAA,88235166.0,https://cdn.akamai.steamstatic.com/steam/apps/202970/header.jpg?t=1654830020
493520,gtfo,2021-12-09,31.99,10 Chambers Collective,1825,33986,6189,0.845948973242066,Indie,88230677.0,https://cdn.akamai.steamstatic.com/steam/apps/493520/header.jpg?t=1655906937
582160,assassin's creed® origins,2017-10-26,59.99,Ubisoft,1963,69262,10761,0.8655261612286468,AAA,87933437.0,https://cdn.akamai.steamstatic.com/steam/apps/582160/header.jpg?t=1603213581
1888160,armored core™ vi fires of rubicon™,2023-08-24,59.99,"Fromsoftware, Bandai Namco",85852,23716,4194,0.8497312791114296,AAA,87910867.0,https://cdn.akamai.steamstatic.com/steam/apps/1888160/header.jpg?t=1693376592
361420,astroneer,2019-02-05,29.99,System Era Softworks,5046,86586,8142,0.9140486445401572,AA,87087693.0,https://cdn.akamai.steamstatic.com/steam/apps/361420/header.jpg?t=1656698434
588650,dead cells,2018-08-06,24.99,Motion Twin,3368,106495,3213,0.9707131658584608,AA,87061734.0,https://cdn.akamai.steamstatic.com/steam/apps/588650/header.jpg?t=1658329626
457140,oxygen not included,2019-07-30,24.99,Klei,7507,82902,3014,0.964919223427534,AA,86578579.0,https://cdn.akamai.steamstatic.com/steam/apps/457140/header_alt_assets_6.jpg?t=1654189805
924970,back 4 blood,2021-10-12,59.99,Warner Bros,2411,24344,13661,0.6405472964083673,AAA,86479402.0,https://cdn.akamai.steamstatic.com/steam/apps/924970/header.jpg?t=1649358821
476600,call of duty®: wwii,2017-11-02,59.99,Activision,773,21294,11381,0.651690895179801,AAA,85960432.0,https://cdn.akamai.steamstatic.com/steam/apps/476600/header.jpg?t=1646764749
312660,sniper elite 4,2017-02-13,59.99,Rebellion,2598,38308,3980,0.9058834657586076,AA,85862121.0,https://cdn.akamai.steamstatic.com/steam/apps/312660/header.jpg?t=1636393785
646570,slay the spire,2019-01-23,24.99,Mega Crit,11641,112452,2428,0.9788649025069638,AA,85676581.0,https://cdn.akamai.steamstatic.com/steam/apps/646570/header.jpg?t=1592339399
203160,tomb raider,2013-03-04,14.99,"Feral, Square Enix",947,206420,8185,0.9618601616924116,AA,85018629.0,https://cdn.akamai.steamstatic.com/steam/apps/203160/header.jpg?t=1644227315
678960,code vein,2019-09-26,15.99,Bandai Namco,648,36503,5570,0.8676110569724051,AAA,84867806.0,https://cdn.akamai.steamstatic.com/steam/apps/678960/header.jpg?t=1630386872
